First 2 of SOC;SOC;Occupation;Generation;2007 Jobs;2013 Jobs;Job Change;% Job Change;2007 Share of All Jobs;2013 Share of All Jobs;Change in Share;
37;37-3012;Pesticide Handlers, Sprayers, and Applicators, Vegetation;Millennial; 	9.570 ;9.607;37;0 %;29 %;30%;1%;
53;53-5021;Captains, Mates, and Pilots of Water Vessels;Millennial; 	8.196 ;8.232;36;0 %;23 %;22%; (1%);
27;27-1027;Set and Exhibit Designers;Millennial; 	3.548 ;3.581;33;1 %;33 %;34%;1%;
39;39-3019;Gaming Service Workers, All Other;Millennial; 	3.387 ;3.419;32;1 %;23 %;24%;1%;
51;51-3099;Food Processing Workers, All Other;Millennial; 	11.350 ;11.378;28;0 %;28 %;29%;1%;
19;19-1012;Food Scientists and Technologists;Millennial; 	3.491 ;3.519;28;1 %;24 %;23%; (1%);
43;43-2099;Communications Equipment Operators, All Other;Millennial; 	720 ;747;27;4 %;23 %;24%;1%;
19;19-1022;Microbiologists;Millennial; 	6.661 ;6.687;26;0 %;36 %;34%; (2%);
45;45-2021;Animal Breeders;Millennial; 	1.620 ;1.645;25;2 %;39 %;41%;2%;
19;19-2011;Astronomers;Millennial; 	516 ;541;25;5 %;21 %;22%;1%;
17;17-2021;Agricultural Engineers;Millennial; 	749 ;773;24;3 %;28 %;27%; (1%);
47;47-4071;Septic Tank Servicers and Sewer Pipe Cleaners;Millennial; 	7.525 ;7.547;22;0 %;29 %;30%;1%;
49;49-9097;Signal and Track Switch Repairers;Millennial; 	1.844 ;1.865;21;1 %;20 %;20%; (0%);
15;15-2091;Mathematical Technicians;Millennial; 	525 ;546;21;4 %;37 %;38%;1%;
11;11-9061;Funeral Service Managers;Millennial; 	998 ;1.018;20;2 %;10 %;10%; (0%);
53;53-7041;Hoist and Winch Operators;Millennial; 	962 ;982;20;2 %;33 %;34%;1%;
29;29-2054;Respiratory Therapy Technicians;Millennial; 	5.412 ;5.430;18;0 %;39 %;40%;1%;
51;51-9082;Medical Appliance Technicians;Millennial; 	3.183 ;3.199;16;1 %;24 %;25%;1%;
41;41-9012;Models;Millennial; 	2.602 ;2.618;16;1 %;27 %;28%;1%;
29;29-1022;Oral and Maxillofacial Surgeons;Millennial; 	1.349 ;1.360;11;1 %;19 %;19%;0%;
39;39-4031;Morticians, Undertakers, and Funeral Directors;Millennial; 	3.717 ;3.727;10;0 %;15 %;14%; (1%);
39;39-7012;Travel Guides;Millennial; 	1.062 ;1.072;10;1 %;16 %;17%;1%;
53;53-4041;Subway and Streetcar Operators;Millennial; 	1.602 ;1.608;6;0 %;17 %;16%; (1%);
53;53-4099;Rail Transportation Workers, All Other;Millennial; 	521 ;526;5;1 %;16 %;16%; (0%);
13;13-1021;Buyers and Purchasing Agents, Farm Products;Millennial; 	2.468 ;2.472;4;0 %;19 %;20%;1%;
51;51-9193;Cooling and Freezing Equipment Operators and Tenders;Millennial; 	2.451 ;2.453;2;0 %;29 %;29%; (0%);
29;29-1024;Prosthodontists;Millennial; 	110 ;109; (1);-1 %;17 %;17%; (0%);
33;33-3052;Transit and Railroad Police;Millennial; 	674 ;671; (3);-0 %;15 %;15%; (0%);
53;53-4013;Rail Yard Engineers, Dinkey Operators, and Hostlers;Millennial; 	824 ;816; (8);-1 %;15 %;14%; (1%);
11;11-3121;Human Resources Managers;Millennial; 	20.796 ;20.785; (11);-0 %;19 %;19%; (0%);
33;33-2022;Forest Fire Inspectors and Prevention Specialists;Millennial; 	270 ;257; (13);-5 %;12 %;12%;0%;
27;27-3099;Media and Communication Workers, All Other;Millennial; 	8.619 ;8.599; (20);-0 %;28 %;28%; (0%);
49;49-9092;Commercial Divers;Millennial; 	1.393 ;1.370; (23);-2 %;25 %;25%; (0%);
39;39-5093;Shampooers;Millennial; 	8.295 ;8.271; (24);-0 %;36 %;37%;1%;
53;53-5031;Ship Engineers;Millennial; 	3.513 ;3.489; (24);-1 %;30 %;30%;0%;
53;53-6041;Traffic Technicians;Millennial; 	1.256 ;1.232; (24);-2 %;18 %;18%; (0%);
49;49-2091;Avionics Technicians;Millennial; 	4.132 ;4.105; (27);-1 %;24 %;24%;0%;
49;49-9069;Precision Instrument and Equipment Repairers, All Other;Millennial; 	2.079 ;2.052; (27);-1 %;17 %;16%; (1%);
39;39-4011;Embalmers;Millennial; 	403 ;372; (31);-8 %;8 %;7%; (1%);
11;11-9071;Gaming Managers;Millennial; 	984 ;950; (34);-3 %;19 %;19%;0%;
11;11-3131;Training and Development Managers;Millennial; 	5.223 ;5.188; (35);-1 %;19 %;19%;0%;
33;33-2021;Fire Inspectors and Investigators;Millennial; 	2.157 ;2.122; (35);-2 %;18 %;18%;0%;
15;15-1122;Information Security Analysts;Millennial; 	19.551 ;19.514; (37);-0 %;27 %;25%; (2%);
23;23-1022;Arbitrators, Mediators, and Conciliators;Millennial; 	1.440 ;1.400; (40);-3 %;18 %;17%; (1%);
19;19-3051;Urban and Regional Planners;Millennial; 	9.120 ;9.074; (46);-1 %;24 %;23%; (1%);
53;53-7031;Dredge Operators;Millennial; 	353 ;305; (48);-14 %;13 %;13%;0%;
53;53-3021;Bus Drivers, Transit and Intercity ;Millennial; 	27.440 ;27.382; (58);-0 %;16 %;16%; (0%);
53;53-5022;Motorboat Operators;Millennial; 	849 ;791; (58);-7 %;21 %;19%; (2%);
51;51-6041;Shoe and Leather Workers and Repairers;Millennial; 	1.381 ;1.320; (61);-4 %;12 %;15%;3%;
51;51-8091;Chemical Plant and System Operators;Millennial; 	6.516 ;6.452; (64);-1 %;16 %;17%;1%;
51;51-8031;Water and Wastewater Treatment Plant and System Operators;Millennial; 	22.671 ;22.604; (67);-0 %;21 %;21%;0%;
27;27-4013;Radio Operators;Millennial; 	384 ;317; (67);-17 %;23 %;21%; (2%);
33;33-3031;Fish and Game Wardens;Millennial; 	1.174 ;1.105; (69);-6 %;17 %;16%; (1%);
49;49-9064;Watch Repairers;Millennial; 	482 ;413; (69);-14 %;7 %;8%;1%;
33;33-1021;First-Line Supervisors of Fire Fighting and Prevention Workers;Millennial; 	13.064 ;12.985; (79);-1 %;21 %;21%; (0%);
49;49-3053;Outdoor Power Equipment and Other Small Engine Mechanics;Millennial; 	7.780 ;7.695; (85);-1 %;25 %;26%;1%;
19;19-2032;Materials Scientists;Millennial; 	2.034 ;1.949; (85);-4 %;25 %;25%; (0%);
51;51-4061;Model Makers, Metal and Plastic;Millennial; 	387 ;301; (86);-22 %;6 %;5%; (1%);
17;17-3024;Electro-Mechanical Technicians;Millennial; 	3.621 ;3.534; (87);-2 %;20 %;20%; (0%);
47;47-2072;Pile-Driver Operators;Millennial; 	971 ;877; (94);-10 %;19 %;19%; (0%);
45;45-1011;First-Line Supervisors of Farming, Fishing, and Forestry Workers;Millennial; 	8.693 ;8.597; (96);-1 %;17 %;17%; (0%);
33;33-3011;Bailiffs;Millennial; 	3.243 ;3.141; (102);-3 %;19 %;19%;0%;
53;53-2022;Airfield Operations Specialists;Millennial; 	1.861 ;1.757; (104);-6 %;25 %;24%; (1%);
49;49-9095;Manufactured Building and Mobile Home Installers;Millennial; 	1.351 ;1.247; (104);-8 %;23 %;36%;13%;
23;23-1012;Judicial Law Clerks;Millennial; 	2.346 ;2.235; (111);-5 %;17 %;19%;2%;
15;15-2031;Operations Research Analysts;Millennial; 	17.048 ;16.934; (114);-1 %;24 %;23%; (1%);
51;51-7031;Model Makers, Wood;Millennial; 	299 ;185; (114);-38 %;12 %;9%; (3%);
25;25-2023;Career/Technical Education Teachers, Middle School;Millennial; 	3.617 ;3.501; (116);-3 %;19 %;20%;1%;
51;51-8099;Plant and System Operators, All Other;Millennial; 	2.116 ;1.999; (117);-6 %;17 %;17%; (0%);
27;27-2042;Musicians and Singers;Millennial; 	40.956 ;40.837; (119);-0 %;22 %;22%; (0%);
43;43-3061;Procurement Clerks;Millennial; 	16.307 ;16.187; (120);-1 %;22 %;22%;0%;
53;53-5011;Sailors and Marine Oilers;Millennial; 	10.678 ;10.552; (126);-1 %;31 %;31%; (0%);
13;13-2051;Financial Analysts;Millennial; 	106.994 ;106.866; (128);-0 %;42 %;41%; (1%);
23;23-1021;Administrative Law Judges, Adjudicators, and Hearing Officers;Millennial; 	3.057 ;2.920; (137);-4 %;20 %;20%;0%;
43;43-4161;Human Resources Assistants, Except Payroll and Timekeeping;Millennial; 	43.930 ;43.786; (144);-0 %;29 %;29%; (0%);
51;51-9194;Etchers and Engravers;Millennial; 	2.008 ;1.855; (153);-8 %;18 %;20%;2%;
51;51-9192;Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders;Millennial; 	4.556 ;4.395; (161);-4 %;26 %;26%; (0%);
11;11-9031;Education Administrators, Preschool and Childcare Center/Program;Millennial; 	15.968 ;15.806; (162);-1 %;23 %;24%;1%;
29;29-1011;Chiropractors;Millennial; 	12.465 ;12.300; (165);-1 %;26 %;27%;1%;
43;43-9111;Statistical Assistants;Millennial; 	4.272 ;4.106; (166);-4 %;28 %;27%; (1%);
23;23-2091;Court Reporters;Millennial; 	5.750 ;5.582; (168);-3 %;19 %;19%; (0%);
41;41-9099;Sales and Related Workers, All Other;Millennial; 	34.741 ;34.571; (170);-0 %;23 %;22%; (1%);
17;17-1021;Cartographers and Photogrammetrists;Millennial; 	3.603 ;3.430; (173);-5 %;29 %;28%; (1%);
19;19-1032;Foresters;Millennial; 	2.298 ;2.108; (190);-8 %;21 %;20%; (1%);
49;49-3022;Automotive Glass Installers and Repairers;Millennial; 	6.332 ;6.139; (193);-3 %;33 %;34%;1%;
45;45-4011;Forest and Conservation Workers;Millennial; 	4.711 ;4.512; (199);-4 %;31 %;30%; (1%);
49;49-2093;Electrical and Electronics Installers and Repairers, Transportation Equipment;Millennial; 	3.612 ;3.412; (200);-6 %;22 %;21%; (1%);
17;17-3021;Aerospace Engineering and Operations Technicians;Millennial; 	1.904 ;1.703; (201);-11 %;18 %;17%; (1%);
51;51-4012;Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic;Millennial; 	6.381 ;6.177; (204);-3 %;25 %;25%; (0%);
51;51-8021;Stationary Engineers and Boiler Operators;Millennial; 	5.650 ;5.444; (206);-4 %;15 %;15%;0%;
47;47-4091;Segmental Pavers;Millennial; 	1.010 ;802; (208);-21 %;40 %;40%;0%;
39;39-1012;Slot Supervisors;Millennial; 	2.082 ;1.867; (215);-10 %;20 %;19%; (1%);
51;51-6051;Sewers, Hand;Millennial; 	894 ;676; (218);-24 %;10 %;9%; (1%);
27;27-4031;Camera Operators, Television, Video, and Motion Picture;Millennial; 	7.642 ;7.414; (228);-3 %;34 %;34%; (0%);
27;27-1013;Fine Artists, Including Painters, Sculptors, and Illustrators;Millennial; 	6.010 ;5.780; (230);-4 %;20 %;21%;1%;
53;53-1011;Aircraft Cargo Handling Supervisors;Millennial; 	2.065 ;1.833; (232);-11 %;28 %;26%; (2%);
23;23-2099;Legal Support Workers, All Other;Millennial; 	15.252 ;15.016; (236);-2 %;27 %;27%; (0%);
51;51-9197;Tire Builders;Millennial; 	4.602 ;4.364; (238);-5 %;23 %;24%;1%;
27;27-3021;Broadcast News Analysts;Millennial; 	2.402 ;2.161; (241);-10 %;33 %;29%; (4%);
37;37-1012;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Millennial; 	42.110 ;41.867; (243);-1 %;26 %;26%; (0%);
47;47-2142;Paperhangers;Millennial; 	792 ;544; (248);-31 %;7 %;8%;1%;
11;11-3011;Administrative Services Managers;Millennial; 	41.208 ;40.958; (250);-1 %;15 %;15%; (0%);
51;51-6042;Shoe Machine Operators and Tenders;Millennial; 	1.319 ;1.069; (250);-19 %;31 %;32%;1%;
23;23-1023;Judges, Magistrate Judges, and Magistrates;Millennial; 	5.845 ;5.593; (252);-4 %;20 %;20%; (0%);
53;53-3099;Motor Vehicle Operators, All Other;Millennial; 	10.685 ;10.424; (261);-2 %;16 %;15%; (1%);
17;17-2131;Materials Engineers;Millennial; 	5.629 ;5.367; (262);-5 %;24 %;24%; (0%);
11;11-3111;Compensation and Benefits Managers;Millennial; 	3.588 ;3.325; (263);-7 %;17 %;17%; (0%);
53;53-6061;Transportation Attendants, Except Flight Attendants ;Millennial; 	4.842 ;4.574; (268);-6 %;20 %;19%; (1%);
49;49-9091;Coin, Vending, and Amusement Machine Servicers and Repairers;Millennial; 	10.101 ;9.831; (270);-3 %;23 %;24%;1%;
27;27-4014;Sound Engineering Technicians;Millennial; 	7.807 ;7.515; (292);-4 %;39 %;38%; (1%);
39;39-4021;Funeral Attendants;Millennial; 	3.594 ;3.301; (293);-8 %;11 %;10%; (1%);
11;11-3021;Computer and Information Systems Managers;Millennial; 	66.751 ;66.457; (294);-0 %;21 %;20%; (1%);
33;33-3051;Police and Sheriff's Patrol Officers;Millennial; 	145.854 ;145.554; (300);-0 %;22 %;22%;0%;
51;51-4194;Tool Grinders, Filers, and Sharpeners;Millennial; 	1.881 ;1.560; (321);-17 %;14 %;13%; (1%);
27;27-3042;Technical Writers;Millennial; 	9.058 ;8.723; (335);-4 %;18 %;17%; (1%);
27;27-1026;Merchandise Displayers and Window Trimmers;Millennial; 	32.527 ;32.191; (336);-1 %;39 %;39%; (0%);
49;49-9096;Riggers;Millennial; 	5.519 ;5.178; (341);-6 %;34 %;33%; (1%);
43;43-4021;Correspondence Clerks;Millennial; 	3.188 ;2.847; (341);-11 %;28 %;27%; (1%);
27;27-1029;Designers, All Other;Millennial; 	3.876 ;3.528; (348);-9 %;34 %;34%;0%;
53;53-7199;Material Moving Workers, All Other;Millennial; 	7.012 ;6.659; (353);-5 %;23 %;23%;0%;
33;33-1011;First-Line Supervisors of Correctional Officers;Millennial; 	10.250 ;9.888; (362);-4 %;22 %;21%; (1%);
45;45-4023;Log Graders and Scalers;Millennial; 	1.233 ;843; (390);-32 %;28 %;26%; (2%);
47;47-5051;Rock Splitters, Quarry;Millennial; 	1.939 ;1.548; (391);-20 %;36 %;35%; (1%);
49;49-2092;Electric Motor, Power Tool, and Related Repairers;Millennial; 	4.781 ;4.384; (397);-8 %;22 %;22%;0%;
51;51-6092;Fabric and Apparel Patternmakers;Millennial; 	1.586 ;1.183; (403);-25 %;18 %;18%; (0%);
27;27-1012;Craft Artists;Millennial; 	3.813 ;3.408; (405);-11 %;15 %;15%;0%;
17;17-2111;Health and Safety Engineers, Except Mining Safety Engineers and Inspectors;Millennial; 	4.784 ;4.368; (416);-9 %;19 %;18%; (1%);
39;39-1011;Gaming Supervisors;Millennial; 	6.058 ;5.636; (422);-7 %;20 %;20%; (0%);
45;45-4029;Logging Workers, All Other;Millennial; 	1.630 ;1.204; (426);-26 %;25 %;24%; (1%);
17;17-2041;Chemical Engineers;Millennial; 	7.691 ;7.263; (428);-6 %;23 %;22%; (1%);
51;51-6052;Tailors, Dressmakers, and Custom Sewers;Millennial; 	4.628 ;4.199; (429);-9 %;8 %;8%; (0%);
53;53-7121;Tank Car, Truck, and Ship Loaders;Millennial; 	3.578 ;3.144; (434);-12 %;25 %;24%; (1%);
17;17-2011;Aerospace Engineers;Millennial; 	15.693 ;15.254; (439);-3 %;19 %;19%; (0%);
11;11-3061;Purchasing Managers;Millennial; 	10.911 ;10.446; (465);-4 %;15 %;15%;0%;
51;51-4192;Layout Workers, Metal and Plastic;Millennial; 	3.572 ;3.103; (469);-13 %;25 %;24%; (1%);
43;43-4061;Eligibility Interviewers, Government Programs;Millennial; 	30.141 ;29.657; (484);-2 %;22 %;23%;1%;
43;43-5011;Cargo and Freight Agents;Millennial; 	25.875 ;25.391; (484);-2 %;33 %;31%; (2%);
43;43-5111;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;Millennial; 	19.501 ;19.004; (497);-3 %;26 %;27%;1%;
13;13-1032;Insurance Appraisers, Auto Damage;Millennial; 	3.620 ;3.097; (523);-14 %;27 %;25%; (2%);
47;47-2231;Solar Photovoltaic Installers;Millennial; 	2.776 ;2.246; (530);-19 %;39 %;38%; (1%);
51;51-4199;Metal Workers and Plastic Workers, All Other;Millennial; 	5.663 ;5.124; (539);-10 %;24 %;23%; (1%);
43;43-4031;Court, Municipal, and License Clerks;Millennial; 	27.273 ;26.731; (542);-2 %;21 %;21%; (0%);
51;51-4051;Metal-Refining Furnace Operators and Tenders;Millennial; 	5.511 ;4.951; (560);-10 %;25 %;25%;0%;
51;51-9081;Dental Laboratory Technicians;Millennial; 	9.261 ;8.695; (566);-6 %;22 %;21%; (1%);
27;27-1014;Multimedia Artists and Animators;Millennial; 	15.271 ;14.691; (580);-4 %;24 %;24%;0%;
47;47-4021;Elevator Installers and Repairers;Millennial; 	6.748 ;6.160; (588);-9 %;31 %;29%; (2%);
43;43-9081;Proofreaders and Copy Markers;Millennial; 	3.497 ;2.908; (589);-17 %;23 %;21%; (2%);
33;33-2011;Firefighters;Millennial; 	66.475 ;65.885; (590);-1 %;22 %;22%;0%;
51;51-7099;Woodworkers, All Other;Millennial; 	2.576 ;1.968; (608);-24 %;15 %;14%; (1%);
33;33-1012;First-Line Supervisors of Police and Detectives;Millennial; 	22.287 ;21.668; (619);-3 %;21 %;21%; (0%);
51;51-2031;Engine and Other Machine Assemblers;Millennial; 	9.356 ;8.736; (620);-7 %;21 %;21%; (0%);
11;11-2011;Advertising and Promotions Managers;Millennial; 	13.682 ;13.060; (622);-5 %;41 %;41%;0%;
11;11-9032;Education Administrators, Elementary and Secondary School;Millennial; 	46.603 ;45.967; (636);-1 %;20 %;21%;1%;
27;27-2012;Producers and Directors;Millennial; 	37.724 ;37.088; (636);-2 %;34 %;34%; (0%);
43;43-2021;Telephone Operators;Millennial; 	4.095 ;3.456; (639);-16 %;32 %;31%; (1%);
51;51-4191;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	3.985 ;3.336; (649);-16 %;16 %;16%;0%;
49;49-2021;Radio, Cellular, and Tower Equipment Installers and Repairs;Millennial; 	5.841 ;5.185; (656);-11 %;33 %;29%; (4%);
51;51-4052;Pourers and Casters, Metal;Millennial; 	3.372 ;2.683; (689);-20 %;27 %;26%; (1%);
11;11-1031;Legislators;Millennial; 	12.342 ;11.644; (698);-6 %;20 %;21%;1%;
49;49-3042;Mobile Heavy Equipment Mechanics, Except Engines;Millennial; 	27.784 ;27.084; (700);-3 %;22 %;22%; (0%);
51;51-4034;Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	5.944 ;5.236; (708);-12 %;14 %;14%; (0%);
11;11-9131;Postmasters and Mail Superintendents;Millennial; 	2.353 ;1.641; (712);-30 %;8 %;7%; (1%);
51;51-4011;Computer-Controlled Machine Tool Operators, Metal and Plastic;Millennial; 	36.018 ;35.293; (725);-2 %;25 %;25%;0%;
51;51-6099;Textile, Apparel, and Furnishings Workers, All Other;Millennial; 	3.976 ;3.247; (729);-18 %;22 %;23%;1%;
25;25-2054;Special Education Teachers, Secondary School;Millennial; 	29.133 ;28.392; (741);-3 %;22 %;22%;0%;
51;51-4035;Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	5.953 ;5.209; (744);-12 %;23 %;22%; (1%);
49;49-3051;Motorboat Mechanics and Service Technicians;Millennial; 	6.756 ;6.007; (749);-11 %;26 %;26%;0%;
51;51-2021;Coil Winders, Tapers, and Finishers;Millennial; 	3.336 ;2.586; (750);-22 %;20 %;18%; (2%);
19;19-4031;Chemical Technicians;Millennial; 	15.279 ;14.522; (757);-5 %;24 %;23%; (1%);
27;27-1022;Fashion Designers;Millennial; 	9.022 ;8.260; (762);-8 %;38 %;40%;2%;
47;47-4051;Highway Maintenance Workers;Millennial; 	30.894 ;30.115; (779);-3 %;21 %;21%;0%;
41;41-2012;Gaming Change Persons and Booth Cashiers;Millennial; 	7.263 ;6.481; (782);-11 %;28 %;29%;1%;
45;45-4021;Fallers;Millennial; 	2.849 ;2.063; (786);-28 %;25 %;23%; (2%);
51;51-4071;Foundry Mold and Coremakers;Millennial; 	3.557 ;2.768; (789);-22 %;23 %;23%; (0%);
53;53-6099;Transportation Workers, All Other;Millennial; 	10.220 ;9.420; (800);-8 %;26 %;26%; (0%);
49;49-3011;Aircraft Mechanics and Service Technicians;Millennial; 	24.763 ;23.913; (850);-3 %;20 %;20%;0%;
29;29-1021;Dentists, General;Millennial; 	26.841 ;25.984; (857);-3 %;20 %;20%;0%;
49;49-3092;Recreational Vehicle Service Technicians;Millennial; 	4.679 ;3.779; (900);-19 %;32 %;32%;0%;
47;47-2011;Boilermakers;Millennial; 	5.681 ;4.775; (906);-16 %;27 %;26%; (1%);
33;33-9091;Crossing Guards;Millennial; 	15.278 ;14.364; (914);-6 %;20 %;21%;1%;
51;51-4193;Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	8.716 ;7.798; (918);-11 %;22 %;23%;1%;
49;49-9098;Helpers--Installation, Maintenance, and Repair Workers;Millennial; 	42.451 ;41.518; (933);-2 %;31 %;31%;0%;
47;47-2053;Terrazzo Workers and Finishers;Millennial; 	2.662 ;1.715; (947);-36 %;37 %;33%; (4%);
53;53-2012;Commercial Pilots;Millennial; 	7.552 ;6.584; (968);-13 %;19 %;18%; (1%);
15;15-1152;Computer Network Support Specialists;Millennial; 	61.833 ;60.849; (984);-2 %;34 %;33%; (1%);
43;43-3041;Gaming Cage Workers;Millennial; 	5.856 ;4.850; (1.006);-17 %;27 %;26%; (1%);
17;17-2199;Engineers, All Other;Millennial; 	32.380 ;31.359; (1.021);-3 %;23 %;22%; (1%);
51;51-9151;Photographic Process Workers and Processing Machine Operators;Millennial; 	17.777 ;16.739; (1.038);-6 %;35 %;37%;2%;
51;51-9031;Cutters and Trimmers, Hand;Millennial; 	4.340 ;3.298; (1.042);-24 %;25 %;22%; (3%);
13;13-1022;Wholesale and Retail Buyers, Except Farm Products;Millennial; 	33.202 ;32.156; (1.046);-3 %;26 %;26%;0%;
51;51-6091;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;Millennial; 	3.872 ;2.819; (1.053);-27 %;17 %;15%; (2%);
11;11-3071;Transportation, Storage, and Distribution Managers;Millennial; 	21.445 ;20.360; (1.085);-5 %;20 %;19%; (1%);
51;51-9123;Painting, Coating, and Decorating Workers;Millennial; 	5.699 ;4.605; (1.094);-19 %;26 %;26%; (0%);
13;13-1075;Labor Relations Specialists;Millennial; 	13.173 ;12.078; (1.095);-8 %;16 %;15%; (1%);
51;51-9011;Chemical Equipment Operators and Tenders;Millennial; 	11.280 ;10.182; (1.098);-10 %;18 %;17%; (1%);
51;51-4022;Forging Machine Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	6.723 ;5.618; (1.105);-16 %;26 %;25%; (1%);
43;43-4141;New Accounts Clerks;Millennial; 	22.973 ;21.859; (1.114);-5 %;39 %;40%;1%;
51;51-4032;Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	6.506 ;5.378; (1.128);-17 %;27 %;26%; (1%);
13;13-2021;Appraisers and Assessors of Real Estate;Millennial; 	19.614 ;18.459; (1.155);-6 %;20 %;21%;1%;
47;47-3016;Helpers--Roofers;Millennial; 	5.664 ;4.496; (1.168);-21 %;35 %;36%;1%;
51;51-9051;Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders;Millennial; 	4.592 ;3.379; (1.213);-26 %;19 %;17%; (2%);
53;53-7011;Conveyor Operators and Tenders;Millennial; 	14.600 ;13.382; (1.218);-8 %;33 %;33%; (0%);
47;47-2043;Floor Sanders and Finishers;Millennial; 	4.138 ;2.914; (1.224);-30 %;38 %;36%; (2%);
27;27-1011;Art Directors;Millennial; 	16.859 ;15.634; (1.225);-7 %;24 %;25%;1%;
27;27-3043;Writers and Authors;Millennial; 	25.783 ;24.530; (1.253);-5 %;20 %;20%;0%;
25;25-2032;Career/Technical Education Teachers, Secondary School;Millennial; 	18.614 ;17.341; (1.273);-7 %;21 %;21%; (0%);
13;13-2041;Credit Analysts;Millennial; 	28.936 ;27.645; (1.291);-4 %;45 %;44%; (1%);
51;51-4023;Rolling Machine Setters, Operators, and Tenders, Metal and Plastic;Millennial; 	8.055 ;6.760; (1.295);-16 %;20 %;19%; (1%);
11;11-2021;Marketing Managers;Millennial; 	47.921 ;46.625; (1.296);-3 %;26 %;24%; (2%);
51;51-9021;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;Millennial; 	8.646 ;7.349; (1.297);-15 %;26 %;25%; (1%);
47;47-3015;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;Millennial; 	22.101 ;20.799; (1.302);-6 %;39 %;40%;1%;
49;49-2096;Electronic Equipment Installers and Repairers, Motor Vehicles;Millennial; 	5.802 ;4.500; (1.302);-22 %;42 %;37%; (5%);
49;49-3052;Motorcycle Mechanics;Millennial; 	6.507 ;5.179; (1.328);-20 %;32 %;31%; (1%);
17;17-3027;Mechanical Engineering Technicians;Millennial; 	10.749 ;9.416; (1.333);-12 %;21 %;20%; (1%);
53;53-7021;Crane and Tower Operators;Millennial; 	11.184 ;9.848; (1.336);-12 %;22 %;21%; (1%);
13;13-1141;Compensation, Benefits, and Job Analysis Specialists;Millennial; 	25.822 ;24.456; (1.366);-5 %;27 %;27%; (0%);
47;47-3019;Helpers, Construction Trades, All Other;Millennial; 	10.965 ;9.570; (1.395);-13 %;38 %;40%;2%;
13;13-2082;Tax Preparers;Millennial; 	16.560 ;15.154; (1.406);-8 %;19 %;16%; (3%);
53;53-1021;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Millennial; 	41.239 ;39.804; (1.435);-3 %;24 %;23%; (1%);
17;17-3019;Drafters, All Other;Millennial; 	5.829 ;4.383; (1.446);-25 %;30 %;28%; (2%);
13;13-2052;Personal Financial Advisors;Millennial; 	61.926 ;60.474; (1.452);-2 %;27 %;26%; (1%);
51;51-6062;Textile Cutting Machine Setters, Operators, and Tenders;Millennial; 	4.798 ;3.343; (1.455);-30 %;23 %;22%; (1%);
17;17-3022;Civil Engineering Technicians;Millennial; 	18.634 ;17.172; (1.462);-8 %;25 %;24%; (1%);
49;49-9099;Installation, Maintenance, and Repair Workers, All Other;Millennial; 	44.986 ;43.523; (1.463);-3 %;26 %;26%;0%;
51;51-9071;Jewelers and Precious Stone and Metal Workers;Millennial; 	7.217 ;5.722; (1.495);-21 %;17 %;17%; (0%);
51;51-9141;Semiconductor Processors;Millennial; 	5.987 ;4.484; (1.503);-25 %;23 %;21%; (2%);
53;53-2011;Airline Pilots, Copilots, and Flight Engineers;Millennial; 	11.591 ;10.069; (1.522);-13 %;16 %;15%; (1%);
13;13-2099;Financial Specialists, All Other;Millennial; 	44.132 ;42.594; (1.538);-3 %;28 %;28%; (0%);
23;23-2011;Paralegals and Legal Assistants;Millennial; 	91.083 ;89.537; (1.546);-2 %;33 %;31%; (2%);
43;43-5021;Couriers and Messengers;Millennial; 	23.527 ;21.978; (1.549);-7 %;20 %;20%; (0%);
51;51-2023;Electromechanical Equipment Assemblers;Millennial; 	10.789 ;9.240; (1.549);-14 %;19 %;18%; (1%);
17;17-1012;Landscape Architects;Millennial; 	6.989 ;5.407; (1.582);-23 %;28 %;26%; (2%);
47;47-4011;Construction and Building Inspectors;Millennial; 	19.731 ;18.142; (1.589);-8 %;19 %;18%; (1%);
41;41-9031;Sales Engineers;Millennial; 	15.105 ;13.515; (1.590);-11 %;20 %;18%; (2%);
43;43-3099;Financial Clerks, All Other;Millennial; 	14.384 ;12.790; (1.594);-11 %;32 %;31%; (1%);
51;51-7021;Furniture Finishers;Millennial; 	4.737 ;3.141; (1.596);-34 %;19 %;19%; (0%);
17;17-3012;Electrical and Electronics Drafters;Millennial; 	10.069 ;8.459; (1.610);-16 %;30 %;29%; (1%);
