"faa","name","lat","lon","alt","tz","dst","city","country","flight_date","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","airline","tail_number","flight_number","origin","dest","air_time","actual_elapsed_time","distance","cancelled","diverted"
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",816,820,-4,819,831,-12,DL,N916DE,2212,ATL,PNS,47,63,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",915,920,-5,1021,1035,-14,WN,N7725A,5084,BNA,ECP,53,66,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",922,930,-8,1026,1050,-24,WN,N268WN,2565,BNA,PNS,54,64,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",939,945,-6,1102,1117,-15,EV,N12135,4221,IAH,PNS,69,83,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",937,946,-9,1127,1138,-11,G4,"228NV",1993,AUS,VPS,86,110,666,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1000,1002,-2,1013,1017,-4,DL,N557NW,2179,ATL,PNS,45,73,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1020,1025,-5,1136,1147,-11,MQ,N935AE,3663,MIA,TLH,62,76,402,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1107,1112,-5,1109,1116,-7,DL,N991DL,1733,ATL,ECP,41,62,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1127,1130,-3,1208,1214,-6,OH,N599NN,5298,CLT,PNS,70,101,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",,1131,,,1209,,EV,N738EV,2893,CLT,ECP,,,437,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1129,1138,-9,1250,1300,-10,MQ,N247NN,3771,DCA,PNS,116,141,816,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1206,1205,1,1346,1350,-4,WN,N7814B,2055,DAL,ECP,86,100,674,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1231,1236,-5,1230,1247,-17,DL,N916DE,1353,ATL,PNS,46,59,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1305,1305,0,1607,1610,-3,MQ,N240NN,4069,DFW,TLH,89,122,767,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1302,1307,-5,1335,1350,-15,OH,N567NN,5500,CLT,VPS,66,93,460,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1347,1354,-7,1348,1352,-4,DL,N950DL,2506,ATL,ECP,42,61,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",828,835,-7,900,911,-11,OH,N559NN,5564,CLT,VPS,72,92,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",844,850,-6,1002,1023,-21,YX,N446YX,4609,DCA,VPS,109,138,789,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",856,900,-4,901,903,-2,DL,N998DL,2029,ATL,ECP,46,65,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",857,900,-3,1014,1025,-11,OH,N569NN,5272,CLT,TLH,60,77,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",950,915,35,1024,1000,24,MQ,N694AE,3733,MIA,PNS,81,94,530,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",941,944,-3,949,950,-1,DL,N948DL,2716,ATL,VPS,40,68,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1012,1020,-8,1153,1208,-15,MQ,N235NN,3324,DFW,PNS,79,101,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1001,1022,-21,1149,1216,-27,G4,"309NV",1909,OKC,VPS,83,108,726,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1036,1038,-2,1134,1138,-4,DL,N945AT,489,ATL,TLH,39,58,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1051,1055,-4,1246,1257,-11,YV,N917FJ,5740,DFW,VPS,80,115,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1139,1135,4,1411,1347,24,EV,N15574,4085,ORD,PNS,100,152,794,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1201,1205,-4,1324,1337,-13,EV,N11565,4393,IAH,PNS,68,83,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1612,1205,247,1740,1350,230,EV,N13538,4451,IAH,ECP,77,88,572,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1210,1218,-8,1345,1359,-14,EV,N16178,3995,IAH,VPS,71,95,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1301,1225,36,1527,1423,64,EV,N600QX,2895,DFW,ECP,94,146,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1255,1300,-5,1441,1443,-2,AA,N970TW,2389,DFW,PNS,78,106,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1318,1320,-2,1451,1451,0,OH,N594NN,5662,CLT,TLH,56,93,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1338,1342,-4,1339,1348,-9,DL,N922DL,2873,ATL,VPS,43,61,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1413,1414,-1,1556,1554,2,YX,N117HQ,4537,PHL,PNS,130,163,935,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1414,1415,-1,1525,1530,-5,WN,N555LV,6593,BNA,ECP,56,71,401,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1427,1421,6,1519,1523,-4,DL,N988DN,1399,ATL,TLH,39,52,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1430,1439,-9,1548,1603,-15,MQ,N697AB,3861,MIA,TLH,64,78,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1447,1455,-8,1536,1542,-6,YX,N107HQ,4553,CLT,PNS,74,109,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1514,1510,4,1518,1516,2,DL,N982DL,2802,ATL,VPS,40,64,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1455,1459,-4,1457,1511,-14,DL,N901DE,1270,ATL,PNS,46,62,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1514,1517,-3,1643,1701,-18,G4,"228NV",1903,BLV,VPS,71,89,587,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1610,1615,-5,1644,1701,-17,MQ,N673AE,3427,MIA,PNS,82,94,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1613,1617,-4,1703,1716,-13,DL,N997AT,1748,ATL,TLH,37,50,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1631,1635,-4,1808,1802,6,YV,N88335,6184,IAH,PNS,73,97,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1645,1650,-5,1832,1846,-14,YV,N927LR,5906,DFW,VPS,81,107,641,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1641,1645,-4,1704,1726,-22,G4,"309NV",1919,SDF,VPS,64,83,532,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1722,1655,27,1840,1820,20,WN,N948WN,5317,HOU,PNS,65,78,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1729,1655,34,1907,1845,22,MQ,N241NN,3877,DFW,PNS,77,98,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1716,1719,-3,1726,1722,4,DL,N905DL,1167,ATL,VPS,40,70,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1715,1705,10,1839,1840,-1,WN,N7814B,3780,HOU,ECP,74,84,571,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1711,1713,-2,1705,1711,-6,DL,N943DL,1403,ATL,ECP,38,54,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1730,1730,0,1853,1854,-1,MQ,N931AE,3844,MIA,TLH,67,83,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1738,1741,-3,1811,1821,-10,OH,N504AE,5463,CLT,PNS,76,93,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1740,1745,-5,1814,1825,-11,OH,N584NN,5709,CLT,VPS,72,94,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1923,1801,82,2041,1940,61,YX,N110HQ,4660,CLT,TLH,60,78,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",,1850,,,2054,,EV,N617QX,2870,DFW,ECP,,,685,1,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1804,1805,-1,1939,1949,-10,EV,N16541,4447,IAH,VPS,75,95,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",,1830,,,1915,,EV,N600QX,2890,CLT,ECP,,,437,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1844,1849,-5,1845,1900,-15,DL,N966DL,2182,ATL,PNS,45,61,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1846,1855,-9,2030,2053,-23,AA,N9681B,1445,DFW,VPS,79,104,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1914,1910,4,2031,2025,6,WN,N712SW,5039,BNA,PNS,58,77,391,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1914,1920,-6,2026,2035,-9,WN,N7729A,4390,BNA,ECP,55,72,401,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",1932,1936,-4,1935,1945,-10,DL,N938DL,1856,ATL,VPS,41,63,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1929,1935,-6,2055,2101,-6,OH,N545PB,5597,DCA,PNS,122,146,816,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",1940,1941,-1,2112,2107,5,YV,N89349,6187,IAH,PNS,70,92,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",2012,1955,17,2058,2040,18,OH,N547NN,5103,CLT,PNS,80,106,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-28",1955,1955,0,2138,2133,5,EV,N21537,4190,IAH,ECP,81,103,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",1953,2000,-7,2205,2216,-11,YX,N445YX,4504,DCA,TLH,106,132,716,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",2008,2023,-15,2118,2142,-24,G4,"309NV",1911,BNA,VPS,49,70,389,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",2007,2029,-22,2135,2217,-42,G4,"228NV",1913,SGF,VPS,68,88,610,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",2024,2030,-6,2321,2333,-12,MQ,N255NN,4131,DFW,TLH,94,117,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",2043,2046,-3,2043,2057,-14,DL,N984DL,1236,ATL,PNS,44,60,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",2027,2035,-8,2200,2220,-20,AA,N9628W,2641,DFW,PNS,77,93,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",2235,2241,-6,2336,2345,-9,DL,N963DL,485,ATL,TLH,40,61,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",2048,2051,-3,2146,2155,-9,DL,N958DL,1669,ATL,TLH,36,58,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",2144,2151,-7,2234,2242,-8,MQ,N685AE,4109,MIA,PNS,81,110,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-28",2231,2232,-1,2354,2359,-5,OH,N723PS,5284,CLT,TLH,63,83,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-28",2255,2238,17,2253,2247,6,DL,N987DL,1213,ATL,PNS,43,58,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",2256,2241,15,2324,2320,4,OH,N567NN,5696,CLT,VPS,69,88,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-28",2234,2242,-8,2246,2248,-2,DL,N946DL,1590,ATL,VPS,39,72,250,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",659,705,-6,845,901,-16,YV,N926LR,5725,DFW,VPS,82,106,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",746,750,-4,857,905,-8,WN,N7701B,2229,BNA,PNS,56,71,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",828,835,-7,908,911,-3,OH,N562NN,5564,CLT,VPS,75,100,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",833,836,-3,931,941,-10,"9E",N929XJ,3281,ATL,TLH,38,58,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",843,850,-7,1013,1023,-10,YX,N413YX,4609,DCA,VPS,115,150,789,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",856,900,-4,1009,1015,-6,WN,N8303R,3984,BNA,ECP,59,73,401,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",940,944,-4,935,950,-15,DL,N918DE,2716,ATL,VPS,38,55,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",940,945,-5,1123,1117,6,EV,N12563,4221,IAH,PNS,69,103,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1000,1002,-2,1002,1017,-15,DL,N689DL,2179,ATL,PNS,44,62,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1018,1025,-7,1147,1147,0,MQ,N680AE,3663,MIA,TLH,66,89,402,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",,1055,,,1257,,YV,"",5740,DFW,VPS,,,641,1,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1108,1110,-2,1211,1210,1,DL,N954AT,489,ATL,TLH,39,63,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1128,1130,-2,1204,1214,-10,OH,N572NN,5298,CLT,PNS,72,96,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1127,1138,-11,1250,1300,-10,MQ,N228NN,3771,DCA,PNS,110,143,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1228,1218,10,1404,1359,5,EV,N21537,3995,IAH,VPS,77,96,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1258,1225,33,1450,1423,27,EV,N608QX,2895,DFW,ECP,91,112,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1255,1300,-5,1427,1443,-16,AA,N971TW,2389,DFW,PNS,78,92,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1308,1307,1,1343,1350,-7,OH,N549NN,5500,CLT,VPS,71,95,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1339,1342,-3,1336,1348,-12,DL,N949DL,2873,ATL,VPS,39,57,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1407,1414,-7,1535,1554,-19,YX,N118HQ,4537,PHL,PNS,126,148,935,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1416,1421,-5,1512,1523,-11,DL,N607AT,1399,ATL,TLH,40,56,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1456,1459,-3,1454,1511,-17,DL,N958DL,1270,ATL,PNS,43,58,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",738,739,-1,810,824,-14,OH,N568NN,5237,CLT,PNS,70,92,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",740,745,-5,856,900,-4,WN,N7814B,1281,BNA,ECP,61,76,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",813,820,-7,811,831,-20,DL,N947DL,2212,ATL,PNS,43,58,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",859,900,-1,901,903,-2,DL,N974DL,2029,ATL,ECP,42,62,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",902,900,2,1030,1025,5,OH,N566NN,5272,CLT,TLH,69,88,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",911,915,-4,954,1000,-6,MQ,N931AE,3733,MIA,PNS,89,103,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1015,1020,-5,1206,1208,-2,MQ,N230NN,3324,DFW,PNS,78,111,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1053,1037,16,1143,1135,8,G4,"228NV",1917,LCK,VPS,89,110,675,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1109,1112,-3,1112,1116,-4,DL,N966DL,1733,ATL,ECP,41,63,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1126,1131,-5,1154,1209,-15,EV,N615QX,2893,CLT,ECP,66,88,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1156,1135,21,1359,1347,12,EV,N11109,4085,ORD,PNS,99,123,794,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1211,1205,6,1345,1337,8,EV,N15980,4393,IAH,PNS,69,94,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1156,1205,-9,1333,1350,-17,EV,N24103,4451,IAH,ECP,79,97,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1232,1236,-4,1232,1247,-15,DL,N912DE,1353,ATL,PNS,44,60,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1252,1305,-13,1558,1610,-12,MQ,N262NN,4069,DFW,TLH,99,126,767,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1316,1320,-4,1445,1451,-6,OH,N555NN,5662,CLT,TLH,65,89,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1350,1354,-4,1343,1352,-9,DL,N912DL,2506,ATL,ECP,40,53,240,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1425,1439,-14,1546,1603,-17,MQ,N928AE,3861,MIA,TLH,65,81,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1450,1455,-5,1541,1542,-1,YX,N128HQ,4553,CLT,PNS,71,111,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1508,1510,-2,1512,1516,-4,DL,N997DL,2802,ATL,VPS,38,64,250,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1618,1613,5,1652,1700,-8,G4,"305NV",1901,CVG,VPS,75,94,600,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1632,1635,-3,1800,1802,-2,YV,N86350,6184,IAH,PNS,68,88,489,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1620,1610,10,1739,1737,2,OH,N572NN,5248,CLT,TLH,58,79,386,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1609,1615,-6,1653,1701,-8,MQ,N650AE,3427,MIA,PNS,89,104,530,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-29",1617,1617,0,1714,1716,-2,DL,N949AT,1748,ATL,TLH,39,57,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1652,1655,-3,1831,1845,-14,MQ,N246NN,3877,DFW,PNS,75,99,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-29",1647,1650,-3,1832,1846,-14,YV,N953LR,5906,DFW,VPS,82,105,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-29",1711,1705,6,1832,1830,2,WN,N719SW,976,HOU,PNS,64,81,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1730,1710,20,1859,1845,14,WN,N7731A,2008,HOU,ECP,76,89,571,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-29",1705,1713,-8,1703,1711,-8,DL,N916DE,1403,ATL,ECP,41,58,240,0,0
